"user.self" "sys.self" "elapsed" "user.child" "sys.child"
116.972 20.948 184126.301 655783.544 420.568
55.728 13.248 138780.673 465622.824 296.432
52.628 13.376 124192.141 427958.872 275.2
63.432 14.06 130931.388 462423.492 291.716
59.352 13.764 135634.805 487646.02 291.836
98.016 19.34 169516.735 592194.7 348.204
76.6799999999999 17.576 149643.852 521577.868 315.256
69.7 16.08 137416.313 482375.608 317.216
74.1600000000001 14.452 151430.726 542150.436 350.604
68.148 14.324 144864.373 507998.736 318.652
53.992 12.772 126440.784 440874.748 290.668
63.856 16.068 135452.595 480201.936 297.916
64.284 15.328 140859.071 492240.58 407.912
52.8440000000001 11.464 132663.537 458571.884 335.036
62.3920000000001 14.92 138766.943 467545.804 357.04
66.0360000000001 14.22 138999.39 476844.104 336.384
78.736 19.156 157231.846 551157.44 350.696
91.736 20.596 167264.963 597372.992 343.804
63.324 16.768 136970.133 484352.688 277.728
58.74 15.508 125270.375 431064.852 292.564
77.772 17.324 160379.031 560162.556 291.2
50.08 15.492 124686.324 439277.588 284.604
62.0360000000001 14.416 136849.987 466375.972 286.636
70.6840000000001 17.768 128786.922 451097.652 321.124
54.552 16.628 131708.487 469760.052 310.232
62.4080000000001 14.592 131582.467 452867.672 314.516
74.52 21.08 144513.251 491591.608 356.356
117.824 23.016 166291.816 573094.468 422.904
90.472 19.536 167772.688 572715.556 431.584
55.66 14.316 130135.366 452870.224 327.468
59.936 11.868 127396.892 446097.388 348.044
79.076 16.64 151194.449 504246.748 352.976
52.408 15.584 129280.305 444502.016 377.324
63.004 16.048 140283.855 484731.816 386.4
57.236 13.272 134171.749 451379.696 374.42
78.26 17.248 146961.373 509258.672 381.088
98.896 20.336 169106.039 596970.348 457.436
65.0839999999999 16.5 142401.719 507248.504 365.712
53.812 13.188 131087.684 440748.952 341.24
61.1360000000001 16.764 147762.546 435105.104 342.876
60.052 15.9 140082.233 490403.452 356.532
89.7239999999999 18.788 168078.567 566545.672 363.792
62.5039999999999 13.688 138993.22 471143.48 334.184
53.696 10.908 127511.896 419601.7 369.36
63.4 16.192 136031.215 474557.128 321.164
54.612 17.212 131931.691 462962.768 312.228
60.144 15.34 134867.746 471744.076 320.576
58.04 11.6 122489.371 437280.684 317.98
147.848 27.612 202529.923 732133.22 457.14
57.3920000000001 17.692 135698.825 475748.412 313.188
54.748 15.148 128072.541 446201.284 290.144
50.676 15.248 115969.232 414188.776 270.644
71.5920000000001 18.488 146089.688 514997.376 357.468
50.744 13.032 123430.655 435465.62 290.58
54.352 13.868 125816.114 440554.868 291.368
65.4839999999999 16.276 138520.446 485253.772 274.44
56.924 13.636 130476.083 455327.348 281.272
50.64 13.24 127882.073 433307.52 277.472
54.92 15.168 130739.967 456143.664 286.316
52.648 15.524 126225.761 440470.86 230.636
53.236 17.104 145313.701 473674.2 275.992
91.6959999999999 17.552 167931.44 572624.936 335.804
69.164 14.672 146039.518 483361.64 308.148
64.02 17.1 135113.315 433948.016 274.912
