"m" "tau" "rho" "theta" "q"
1.01565759595699 0.66560788870177 1.01298356787852 1.03553679681623 9.5735219096428
0.943994912691434 0.674920882869427 1.0288711837961 1.03353389007704 8.6319699889527
0.836240666934006 0.533392331687533 0.962697275039548 1.06062649272528 7.8035897069659
0.782210453889149 0.53729231637632 0.925752012123897 1.07186467193225 4.99964564970911
1.02746691545789 0.648180849243033 0.953736401560722 1.03958592940103 9.70450126692266
0.994296551438699 0.633943156396249 0.958999245642855 1.04409148712829 8.83937672141426
0.880227493832011 0.621413661135951 0.945470550165516 1.04094740609207 7.1468902123196
0.8049966057568 0.488313370999888 1.02488186833543 1.09085834289105 4.97422028411303
0.981160004887527 0.697696495035706 0.971741376772074 1.02688700073681 9.47807176658358
0.981222454069359 0.692793615603243 0.967866259791766 1.02277424091561 8.60383580741663
0.89016083876067 0.616710990519376 0.955777818924383 1.05407576044884 6.89754439620121
0.816498892216543 0.470530523446102 0.945573014519534 1.09978938710273 4.97963911959288
1.002812499338 0.681336545529977 0.978793916170658 1.02073790848421 9.5611785896023
0.959188920186671 0.588850524981183 0.981067968070488 1.05532941192052 9.05541561500937
0.832551000784942 0.55649843699952 0.9448877561551 1.05373017226098 7.51592584643431
0.774977856751608 0.496762467257321 0.880197287316437 1.08433572077734 5.04371404664699
1.00036358544775 0.737990482874249 0.973377424986671 1.00866451050709 9.27440435319959
0.966170723404168 0.606399620374972 1.01808580697737 1.05826384944216 8.78945058866717
0.906098653355671 0.530618388738529 0.90706829613057 1.07909116754166 7.34496584953311
0.754649433617444 0.448942994703958 1.02300656305327 1.10102827560155 4.91062929077566
0.940852063403802 0.708450501755569 0.946515495454684 1.01527221120435 9.45268346906718
0.952561586014733 0.729689381541289 0.981521539205319 1.01189027649154 8.79630541820972
0.906721376529922 0.608011847045415 1.01516712170658 1.05853042207193 7.32612463032446
0.791516248073784 0.479940364034129 0.837348300148851 1.0813564813901 5.19924492201933
1.01095657090266 0.732005257443883 1.04412306426514 1.01559116851259 9.22891819081261
0.912560415212262 0.659713690574423 0.903150432197984 1.02833620790915 9.0064186412436
0.85026390693196 0.537301698847065 0.874982916250264 1.06375938422218 7.6809965253495
0.791864110257305 0.494077342072691 0.972720728245876 1.08795189499295 5.10611880835262
0.956561110802696 0.719830511377869 0.907801987643528 1.00842986465626 9.56645724796944
0.945309821003335 0.712659124867802 0.989751069011888 1.01383249877067 8.76279691728381
0.868899526963826 0.55276477515933 0.91701965320991 1.06735599340919 7.33830002641927
0.782194665646175 0.502736429176423 0.858383737461427 1.08623568268786 4.71550315741401
0.986721725057422 0.780052765706361 0.892552776755956 0.996057378471581 9.19690905339045
0.965136710794192 0.679998530958546 1.05870435172735 1.02926880697895 8.68889357633363
0.901815767613459 0.6394091179276 0.959787940134121 1.03862421262435 7.18874934119902
0.797352611373722 0.507997365840439 0.93566611314339 1.08012961969198 5.01331291730902
0.965159925870599 0.697127741352104 1.05044739887591 1.02021744402627 9.4344174234048
0.980508291558687 0.637426783938983 1.02245347576895 1.04155323281486 9.07486272920846
0.88311716989539 0.604205215914028 0.958734689416454 1.04765282681847 7.33990433375305
0.811646792215425 0.519295337330906 0.98939977190116 1.07663773805975 4.79264075789473
0.977365385423735 0.695531411147727 0.982536430497827 1.01670634034316 9.68409419524403
0.997764519215464 0.642248494276567 0.918718624592119 1.04384154069514 8.88724795736438
0.859644857277742 0.540737593553745 0.983604466745896 1.06779394786204 7.46563538105177
0.759223053650777 0.50179443864228 0.912320056227388 1.0789296292506 4.84107128158191
0.99087680166553 0.705689958102959 0.967595749443945 1.02176367679527 9.21333450736268
0.957926726000751 0.658841796623492 0.974016870929321 1.02542504261277 8.92880829294505
0.877030048752591 0.572162276167025 0.911684836921114 1.06083690462501 7.05207476937442
0.773590934716541 0.520502370228788 1.068892461916 1.07412661701424 4.96239990774031
0.963228558596492 0.682264543364448 0.923304837352621 1.02386505216853 9.68683560301631
0.947982810710898 0.649142802152182 0.988771858828241 1.03559487875951 8.88235601091595
0.899276287015534 0.524097315369614 0.946510965103082 1.07720165379256 7.49539103771202
0.771904384284879 0.483660628034355 0.85799340124187 1.09162305299644 4.93188897382786
0.938770584360278 0.766394905398552 1.01302205410354 0.996264845845893 9.15365515763821
0.94073521629186 0.665123430105974 0.981911250811131 1.03307209646453 8.82203173357778
0.867683948408885 0.561331591582239 0.93848015230168 1.06593074749271 7.31921801215951
0.766807847163732 0.465487114237784 0.938644625566907 1.0997957553354 4.96947693491465
0.978603781186045 0.727492140040487 0.951761144847035 1.01038436632444 9.21329814216153
0.918115020059184 0.617619817589608 0.959691507265737 1.04659291785967 9.36592055569348
0.8861494566508 0.545788663482898 0.998628327982258 1.06040009097384 7.43880660957892
0.762313892036794 0.478687318425513 0.955703985215974 1.07694753117795 5.20497609585298
0.928284556916503 0.704891600329988 0.940719030532765 1.00476659411328 9.9298780657998
0.940919404522903 0.678504803775106 1.0296997032771 1.02320676119726 8.81407066185809
0.841352141298951 0.588261944104424 0.980005109944594 1.05367576498223 7.48334053972738
0.797623558604533 0.485308456678594 0.993591955829235 1.08841746285537 4.88034197475309
