"m" "tau" "rho" "theta" "q"
0.905648239843944 0.751052773118045 0.956960026546164 0.992400983153743 0.0946396935468978
0.902171389797823 0.509377726233523 0.870674443189833 0.996743804168212 0.209033954588195
0.697536344483696 0.332264641691993 0.906633130678984 0.987027606870581 0.218418963567267
0.5289897111956 0.24691480844727 0.811388596049634 0.996263438658611 0.181063635721228
0.932451985137668 0.492501649062181 1.00429254288116 1.00484672919412 0.228064502669084
0.890026566412352 0.584175150604104 0.934763659937878 0.975879979086752 0.189409182535254
0.760937731544955 0.325309920638998 0.916551882368083 0.993623834646046 0.234196136247434
0.479953864021276 0.237056721071624 0.988497221032224 0.994384874898104 0.194929797613822
0.965044008786531 0.626565014466315 1.07484498755448 0.997238717378243 0.1651423816211
0.877966109340895 0.521295649850608 0.974094118642616 0.990718713983021 0.182778336153183
0.69252212547355 0.333969576915817 0.870463849143379 1.0008572124931 0.222803880485921
0.467744768693849 0.256619243331872 0.896699579694222 0.985578274100608 0.18501930520458
0.9061972193082 0.480341587120314 0.93640654478215 0.997075253976047 0.240692288138984
0.85582007677151 0.499821548211153 0.932357546097068 1.00110531452506 0.174858073960724
0.695877868287874 0.327982252165247 0.988546196189363 0.994564790595579 0.252388785133671
0.516871008127998 0.231777931762545 0.874446164811469 1.00462526797425 0.18324131708789
0.860787489771484 0.437533563239499 0.989980432585925 0.994185565086036 0.29954827165582
0.880465770231806 0.495397495215793 1.03645094037768 0.998885205147295 0.221990802348174
0.712842026126737 0.328637031598491 0.868893002772238 0.993740968986446 0.222522179041406
0.516598352509792 0.251625722674102 0.851301092631924 0.986983034248415 0.190085749307199
0.907234503414821 0.635899803682917 0.899693652015674 0.992119187653014 0.166439132473693
0.911792748033492 0.575049672291659 0.932635702249502 0.989973077334008 0.182220548366505
0.642702518358773 0.300089439549354 0.836617817787884 0.997008515890812 0.247951474245888
0.533591695357336 0.24655886571265 0.856739400070759 1.00273455560915 0.168113016500098
0.925584221929196 0.562502641168427 0.999615881992392 1.00211905140611 0.183914541446635
0.872778833450766 0.487837299440231 0.830310806033413 0.991617114848422 0.190813644550289
0.638077302238378 0.29999834477781 0.812006224448455 0.994999566988928 0.268006530821282
0.516872034028011 0.245936791275178 0.854517894416825 0.992457211596831 0.183303779615372
0.959314779213216 0.602446037494491 0.976121300961175 0.997125891532944 0.184855673802818
0.917886060662078 0.527355674217514 0.934434287409911 1.00264591601399 0.153266392105372
0.663638737514339 0.351141527183511 0.869729108943639 0.987048867105109 0.240279247426777
0.514645232337682 0.243232678436369 0.894773116047326 0.988641849619919 0.187132721183163
0.956390244843377 0.584072824171283 0.921263270338667 0.999158457810796 0.163728207322932
0.919375847383388 0.45661169274971 1.00850624169204 0.994684052477649 0.226678317079688
0.717413049014492 0.317781833259771 0.902992980912131 0.991928566115982 0.22724132673976
0.512981402181003 0.239060057246081 0.865405057192801 0.998564984061288 0.184156684239824
0.938627024466337 0.64542107224816 0.884961544522872 0.992059513613963 0.161265805568409
0.876838046472958 0.575277848954559 0.949323358093376 0.997399240731659 0.13249361188768
0.668463102333294 0.339176542300808 1.00695661016139 0.990629823240386 0.237337972760998
0.521063166706419 0.246459035158557 0.967751059186109 0.983442743288449 0.18134385852408
0.930272217774467 0.68118823610332 1.02087282579943 1.00118017612382 0.110582347839277
0.896914219291848 0.512195723313519 1.02678611562936 1.00088810118754 0.194550482404682
0.6901466174476 0.327321282467614 0.890709759974284 0.995503097854643 0.23463905728044
0.510044179147389 0.254367856768313 0.905812935863517 0.985652629063328 0.182839831928443
0.948867593914097 0.596246954458252 0.966579473734304 0.993781063831799 0.166638620331661
0.877354905668857 0.563285200233775 0.999935830655766 0.996098727891833 0.184322276071756
0.700789619415073 0.31412759391553 0.957934972886795 1.00711958992123 0.230355868250526
0.527079924582015 0.258249746146132 0.7875146238525 0.989318892831203 0.183260854653392
0.930645938103354 0.657882529621739 1.05231617478639 0.99565361876868 0.129695914936211
0.850291670192651 0.461980806499135 0.908419359779567 0.994621321557877 0.245161145002676
0.731645085946244 0.354749556193524 0.838430632394794 0.994763496953242 0.18910675836374
0.505728645577779 0.246143147017589 0.855158572328131 0.984786735084765 0.174671367392738
0.942570678659869 0.618014239175336 0.939003683449083 1.00757402110881 0.144033022207415
0.914313389882661 0.555957289009951 0.994543727233004 0.99795622973052 0.165301175944509
0.724708468727376 0.35754681527137 0.925912680895461 0.998100808043988 0.206051804354946
0.516910198312706 0.238899350583518 0.938788122403432 0.993508969738252 0.176331196427987
0.964935036599447 0.632115160586114 1.00989028952357 1.00010365880749 0.145895993075957
0.829477362122798 0.38790979062849 0.9675647074483 1.00162335345504 0.291666916617339
0.661708898149272 0.338402902601828 0.819453855792106 0.993801437438986 0.224987931504499
0.477673090479608 0.248295350746932 0.83535514514052 0.987079599570688 0.179107470361568
0.931314714147039 0.517775416180688 0.884600811493306 1.00341099811951 0.199652041697544
0.846118635457055 0.441552340646391 0.912219532250819 0.99148723137223 0.293140224815674
0.720468162524458 0.345169415759718 0.828772093466897 1.01104495217784 0.199419838043439
0.540033617891934 0.252414313038419 0.841269444900471 0.983508225286846 0.179682685416131
