"m" "tau" "rho" "theta" "s" "q"
1.04871570896627 0.805845402055311 0.967656851945402 0.994113187941118 0.170360907899413 10.8575856938458
0.97469901046488 0.746143858848614 0.952902610200296 1.00781248470686 0.18506470914207 9.24359398814694
0.992210756606716 0.781248175354236 0.950564599799092 0.999633444005317 0.480037590474361 9.51727056740405
1.02566599413763 0.775182738770547 1.08384765165215 1.00376751145748 0.0507685915234557 9.80406521608169
0.996733713174768 0.709595158417078 0.986842599008412 1.01340677298737 0.100579231668231 10.2709014023674
0.916980697157604 0.705328222291302 0.932374610211191 1.00611040106528 0.156371383616151 9.21567931886669
0.957347095516743 0.756799806921927 0.931141995286737 0.999684794012139 0.474066333954987 9.50708170024996
0.944027705622505 0.778110978747114 1.05908295899735 0.983947655565936 0.037078921114037 10.0807357287856
0.942665468249418 0.797228730658509 0.953462234582456 0.981240840154972 0.0512123960275346 9.2841625342616
0.989952839493509 0.785387476584518 0.99599402935079 0.998523753547277 0.281013840465455 10.3516029119668
1.02455604116943 0.838578005623524 1.09186164471198 0.996772707967496 0.465143343181266 8.72569921246657
1.03605331106419 0.693360785567339 0.995940389745005 1.0240832287535 0.0267380845091956 9.69839756364527
1.03293682085445 0.793574034830328 1.0920763221538 1.00105348587231 0.121262134219392 9.8578716350338
1.00977892687696 0.739973921567825 0.966902228518707 1.00545442750651 0.227352521321921 9.64673176330422
1.04768159935573 0.767999589378097 1.09111927247305 0.990429012047189 0.540233171591901 10.835709165383
0.995601753578646 0.73853347045378 0.966641824619054 1.00224327839433 0.0333285630536435 9.97508517680561
0.984599876252155 0.727131889195365 1.00720023916728 1.01694275553899 0.0821824536581206 9.717231449518
0.984634784787876 0.722340703436971 0.951416201315463 1.01768158997866 0.245499071205379 9.86549840339529
1.08027291182512 0.774050877297693 0.964326126525706 0.999478799943188 0.521875649700318 10.4654979327909
0.965546962387417 0.71271309574245 0.960744236470088 1.00454596202851 0.0207175225015892 10.1052218665409
1.01869064033519 0.747421855100048 0.972385353173227 0.998629457403698 0.106442601332159 10.1421834382136
1.04609048338412 0.749885773321789 1.00098196599979 0.996637347784292 0.275154403453487 10.7054546770068
0.958559826628114 0.797758894312467 1.00957210609075 0.993833712103551 0.450302971717623 8.93114366142316
0.998425802826167 0.767727042780042 0.990977831154931 0.996165624502009 0.0345605827052322 9.64621259774158
0.969841220380653 0.752649418692463 1.01466998291501 0.992856822567933 0.0988049787601679 10.4915741524836
1.02762833463761 0.78231456189745 0.969271174115704 0.995245013383548 0.300306929123352 10.8720117235458
1.03408597241779 0.707310554501138 1.01266478524546 1.00602227050674 0.516441691703287 10.8903627819695
1.02107921322055 0.703180625588578 1.02948961930189 1.01515088385073 0.0620899751665245 10.6875793069312
1.01093832426605 0.734919344872773 1.01526309329509 1.01178804370402 0.116073178111983 10.075807537786
0.98017975001309 0.73915389890877 1.01327300752464 1.00790564600969 0.194034603860603 9.29991795782702
1.00864054126968 0.838112855111461 1.08066971965506 0.999946897058783 0.454563430075097 8.75893247313891
1.00766151309789 0.7357514329018 1.00216807702869 1.00604396211725 0.0278691245085412 9.91437050509797
1.00391590115244 0.763403779063133 0.896453804102766 0.998016958618602 0.106158155600485 10.2529122763083
1.0007454656245 0.761011842162669 1.00187836322357 1.00207467890581 0.252628600137291 10.2903277242347
0.979620699849691 0.78531027323878 0.932388403904151 0.99481494473232 0.442393750402812 9.05842522271656
0.998218231809724 0.721084279370387 0.991473001491426 1.01522939436557 0.0511405560059541 10.0917396078821
1.02381373191943 0.753444021233692 0.982241903952759 1.00123861469805 0.135797645294704 10.5138401651371
1.03593360120659 0.733850681579399 1.052348427768 1.00681893906739 0.272426610300194 10.3566300739692
1.04548559978747 0.820698581081715 1.02932256962028 0.991439070101079 0.533815477369018 10.2581151107384
