"m" "tau" "rho" "theta" "s" "q"
1.04992555592192 0.721164310181254 0.963827473694447 1.01894822172005 0.054802747233323 10.1853096822893
0.995680015169961 0.779234818173807 1.00881716586788 1.00268359831631 0.098453880801431 9.66823375079697
0.958291128657381 0.683595444318492 0.968992739412086 1.01296500045619 0.234618425039894 10.3833621415369
0.973973171467698 0.798015252086133 1.06915550828562 0.983858222253479 0.518793618681649 10.4013667126043
1.04628822373821 0.675524859576144 0.963922086505402 1.03120384594105 0.0282580272070125 10.0413697920104
1.03752940829351 0.705071269720605 1.03307983464388 1.02279618120005 0.0732680280416942 9.60668465069419
0.991930369025245 0.802832949554359 1.0163821857735 0.986425846337118 0.235516589027542 9.65082450649931
1.03258088375103 0.785485277658184 0.971947088524375 0.992174845972387 0.525022226272765 10.4976240378155
1.00778508963224 0.741893026011167 0.993755015684897 1.01371691050271 0.0480268706401141 10.0509136156544
1.07394263528081 0.85009886112748 0.94406942815997 0.97625860564298 0.176765611046711 10.8406259586292
1.01389255501741 0.813740181502153 1.05146479210095 0.993457638643631 0.281726890018142 10.0143551264371
1.05791366347834 0.7591448528539 0.956648135323597 1.00189465304459 0.524781432334056 10.5919810812816
1.02880469681382 0.728795095489073 1.03497185503448 1.00612391093211 0.0455098450489893 10.0905755136606
1.0384441613928 0.697798769816837 1.07574946028495 1.01791816712643 0.15288456407674 10.9806306790438
0.935524816283325 0.718234849205033 0.943562522109161 1.00752228516773 0.191401024740935 9.30385643845395
0.987741576448428 0.748821261060288 0.948371760707871 0.996558979062537 0.530289896811225 10.9538778420089
1.02950886624338 0.802887039793377 0.943169983483557 0.989594357343861 0.0505877644797441 9.8059573198755
1.01549069829042 0.681463112481216 1.03954058796961 1.03549913423326 0.0802187971420594 9.59693203780653
1.04537896622687 0.700277070962539 0.977603374823945 1.02409235478804 0.261853925308685 10.2850301711392
0.988179229972918 0.712680476561129 1.04865661793836 1.01511470769992 0.497010695870559 9.7022808528038
0.988931752772188 0.800084557282568 0.967500637604457 0.988218348692809 0.0959254245872925 10.6149260344027
0.9660579039751 0.755874750781753 1.0471349376805 1.00339425826362 0.0269970303528562 9.08081356236313
1.02451911121643 0.783357280192245 1.04152778402717 1.00255124358657 0.249689057103571 10.1464425254365
1.01247453277076 0.754342235982382 0.933625624849654 0.991316669809637 0.488680986979086 10.3918459214764
1.02763222531521 0.767390714714614 0.981303696276782 1.00551399322189 0.0276279010667393 9.54090946524491
0.952673441710516 0.726460727318102 0.925361704799313 1.00769883417936 0.0752796833192297 9.84086045370846
0.968106079997661 0.709190284819122 0.92732909041805 1.01316881660172 0.200715153983098 9.53275344567006
1.00104642545363 0.728496973029038 1.0300879669871 1.00421654502348 0.521952718837587 10.9843486189767
0.983006054872171 0.768076463232866 0.99264854498101 0.994226691855968 0.0502635329104781 10.1786625271656
0.97966551078234 0.778131027464067 0.998397366964905 0.994549131683262 0.0668544752845175 9.49545961532104
0.983917678903099 0.719346991014588 0.999294329683367 1.01713496520141 0.22163449022068 9.61124515570988
0.992191718629923 0.826420890629047 0.931290911415276 0.996063321436075 0.426110524188355 8.18967569288363
0.995995133160882 0.808492040417571 0.905644271860144 0.987574344403493 0.0162599697165926 9.37856214333362
0.993537595497584 0.738925067772047 0.980829107535621 1.01289670278199 0.0506154888560937 9.194024246523
0.989600395047442 0.801133829134475 1.01353785214456 0.992289257558344 0.185593492093592 9.05455213550873
1.00121076334568 0.799944253680687 0.993088129133835 0.988839984593256 0.477261156536515 9.73674392069149
1.0038365532435 0.764246801395864 1.04294549272877 1.00024230869336 0.073794415401873 10.3114049080014
1.0290678659024 0.71497867485841 1.04194343639765 1.01630503076365 0.0869801777051999 10.0482392430824
0.991128158726138 0.790346315652755 0.978959874309506 0.99316294690924 0.220522378169756 9.64073421792167
1.02808265616945 0.849113327697993 0.998023801938051 0.978510556903839 0.487848587786555 9.3369257864123
1.00158156834412 0.73628403774004 1.00248223458601 1.00366214308076 0.0419674502196035 10.2276228071005
1.05971145739491 0.741043884762642 0.987621629108567 1.01261741726077 0.112769681224835 10.2195044296627
0.974211332241588 0.694944780513536 1.013046505572 1.02156016492968 0.205930704831762 9.44173351802786
0.966399187564224 0.788910731566207 0.934969397490697 0.989838022446252 0.486524438532652 9.50720566527498
1.01650949797596 0.749392705128586 0.957725439777442 1.00845398415115 0.0415894271166128 9.6916948811469
1.04534157484371 0.799170728258953 1.02526488279096 0.980026433439699 0.183861196924881 11.3956607038142
0.984575047328159 0.727601999883873 0.990530921304715 1.01505936321917 0.205103802800786 9.01615727318505
0.962621776918665 0.779751078884713 1.03292901754495 0.990502892020275 0.481188483611189 9.77354678476411
0.999062239924908 0.742099058460835 1.04942849254613 1.00665782807969 0.0651015532554442 10.4687965448786
1.0033408771877 0.75029818391126 1.00944256923328 1.00504774968406 0.101620225935031 9.95160335724009
1.02472414515751 0.683146791581625 0.964833754582693 1.02608888250853 0.2121967320833 9.61886428680302
0.986885418515973 0.722557503668127 1.04392148314282 1.00590476616802 0.522345077470101 10.4791480090193
0.968405608107005 0.834680976428985 0.960026772304914 0.977869972380946 0.0540050964348462 9.73685714798228
0.978419966259659 0.731527289839929 1.05206236606677 1.01296383417234 0.0708504369444287 9.59606841430207
0.98562536885835 0.745232184283182 0.989559983609116 1.00947985816465 0.236166394824036 9.72873237165317
1.01019497665002 0.783088108723918 0.934811117521251 0.996918236931325 0.529176123194977 10.3831481242661
1.02764584842454 0.822920760321238 1.0169058623913 0.983673424421043 0.091856781020913 10.2963958091507
