"m" "tau" "rho" "theta" "s" "q"
0.999836238028144 0.689022491224841 0.96330472394153 0.995393296507707 0.0566404418016835 0.164513842377675
0.975610561980231 0.73360423198027 0.981328455853467 1.00062542718216 0.076529421046267 0.10223864417895
0.942796497295374 0.455945639388939 0.943049140112026 1.00278920370117 0.228196896580519 0.307704432736223
1.00007352484217 0.81670975713076 0.935944714523413 1.0073598905066 0.510618103361786 0.0797668781176295
0.936397861824049 0.722968557005935 1.01647976915498 0.995896636430632 0.0469539505651695 0.11757314588557
0.951025245582238 0.717013302623571 1.06176696027285 1.00109843792691 0.0901128722336717 0.102753081398202
0.990656882162498 0.851315693295503 0.977530523818241 1.01716101869931 0.256069611609371 0.0614248580723482
0.956825992350361 0.537255864997954 0.98463730184173 0.988500983628072 0.441113723328849 0.257684457768377
0.996186025905885 0.740087435074006 0.966268431497054 0.990367418949584 0.0314046519736484 0.141312175514967
1.06637112832101 0.77419812084718 1.03541324994872 1.02254719557188 0.131450344759032 0.0619816738784724
0.895811467478172 0.590646664386087 1.04113453006939 0.994845164037314 0.20835404528709 0.180919494368482
1.05964081731593 0.741497843403504 1.08801666157915 1.01157092642305 0.51679938704604 0.0947263821334261
0.915483200460344 0.44760082095718 0.910620373677909 0.986998503253568 0.0670457854613293 0.455127659568927
0.964202687811552 0.645511245493118 0.944913420117736 1.00285014158579 0.072921625480227 0.124461121129829
1.0418713705526 0.852237643536956 0.973259050792143 0.98854522672702 0.244829003963391 0.111170095245203
0.963337933215666 0.704364970263102 0.956088915898125 0.988508652786037 0.475571663939999 0.150635146123482
0.990990644788657 0.69271763036964 1.06535935352953 1.01107212615437 0.0307094587493377 0.0981824353868561
1.03355970033861 0.735637870096263 1.02215221693638 1.00928170755609 0.122290942322592 0.140128962911559
0.97896607661269 0.712286143715377 0.987854766669065 1.00690271034196 0.230215966461428 0.112390563585269
1.01774853345635 0.819468447068087 1.03104927817986 1.00278845463933 0.504571971336116 0.0842482133677613
1.05042862565954 0.742232123747658 0.964183520884608 1.00599692713671 0.0656137392247851 0.122361536829942
0.963693795478438 0.609428495935855 0.941509356482804 0.996914115365633 0.0677780410683824 0.218227824145123
1.04339061094475 0.837527022472124 0.961978467085036 0.996556229332761 0.227866507495172 0.0901351269609991
0.969660383227782 0.661490135809687 0.973122345416152 0.989929827702309 0.485184604582542 0.153058643879574
1.01612485707815 0.766659761298167 0.998622499824148 1.00250051168419 0.0553778020346407 0.115416862653425
0.972297859148515 0.782485188106659 1.03955289190083 1.01849475445519 0.111290769708763 0.049253210042441
0.987340758974122 0.720652647423643 1.00310374372002 0.98443520753136 0.234336071436133 0.168408376345637
1.07865336879938 0.824649096067894 1.03985446302496 1.01888552584933 0.532257271494853 0.0382134945880039
0.992995811905305 0.724460737456573 0.95234609797771 0.999455422684156 0.0569217206944139 0.151445021954618
1.03073971482712 0.799768159482092 0.986683423812641 1.01463854824308 0.121217185604373 0.0488169507552583
1.02653716463587 0.801887493844859 1.01291975262003 1.00224225534556 0.267176956030669 0.114460505877258
1.02731144509843 0.718527502823651 0.985655379672565 1.02012434663027 0.517471603761076 0.0809626041874578
1.00948677668443 0.683313424003043 1.03965308545389 1.00576029634337 0.0353714889533161 0.132108605092301
0.945436466002684 0.621511131628252 0.916685318494776 0.991826462239245 0.0721437999155023 0.179963842046938
0.973488276143387 0.642122243913565 1.06760478077701 1.00177232124653 0.21841569209842 0.13249420984941
0.973753454845628 0.790527711290081 1.0309223271705 1.01754147692421 0.495457296117306 0.0568347744568924
0.976341802938455 0.724722135493796 0.957416870924279 1.00070751058306 0.0424077426220035 0.117084272259494
0.981823741840586 0.599125525508909 0.968340301466788 1.00094047101957 0.0792808222032155 0.207667169471851
1.00727569531427 0.798142882574894 1.02492359538869 0.992950387044271 0.240402729778809 0.0773818858000384
0.990679157747284 0.764633649088286 1.14829426093124 1.01082442560279 0.543786531047902 0.081233547531697
