"m" "tau" "rho" "theta" "s" "q"
0.944522609228461 0.818941103248201 1.01212436414572 0.99178518485201 0.0407836956621699 0.0936895244543423
1.03382045941101 0.875341954238831 1.01999680895869 1.00833314958047 0.106684652278018 0.045540775857642
0.96289015384502 0.61727457402956 0.995412777645299 0.991674722174081 0.228168655719316 0.15703224820442
1.01276774028289 0.777591565287682 1.0757447720991 0.999792617918981 0.511648607366314 0.122061240243487
1.02731098239563 0.715398878419841 1.04909852982726 1.01159962491919 0.0657604165792525 0.115454203314528
0.990959366861498 0.87850704695225 0.953809245951677 0.987183838617399 0.0809576102232457 0.0504113986185943
1.05472971907357 0.701150171209947 1.07481143259276 1.00354069463448 0.226629945426555 0.104303653696638
1.01312462524866 0.849086859263273 0.904869565428864 1.00153181426425 0.494710578819511 0.080813797729745
1.02847907288384 0.790885437550957 1.02426056694037 1.00253453205077 0.0491813399641188 0.0978153395501942
1.02942168453974 0.885828501651123 1.02568465357174 1.0009462538301 0.131936608561116 0.0501303475358685
0.982213759219764 0.709946276286601 0.995138779031976 1.0095437615107 0.238319930147293 0.106890491009869
0.924489267706305 0.803091935251843 0.968356744286858 0.998954454211183 0.482833610876462 0.0785287373241839
1.02383424780541 0.74577432249798 0.933334039545792 1.00188859725106 0.0793064207901846 0.119119244011278
0.93392986740905 0.65046390202583 1.04167764690239 1.00735565300317 0.0695947298343418 0.111337023911956
1.00409162539678 0.728620572596579 0.98516461925778 0.991565808720854 0.242250213668196 0.170477389332436
1.03977116910302 0.697645647439692 0.991273988477737 1.00942058717647 0.51630902681619 0.146250348341466
0.960159682159223 0.571407039531639 0.934154956412694 0.993816307808718 0.0583473159279682 0.251774861907822
0.986986744699638 0.71972288874844 1.00572100889069 1.00456632633247 0.0780755446118628 0.124943633291075
1.00667226603139 0.673325832309671 1.00343140612433 0.999294887319417 0.237367037045169 0.128480300681267
0.968833218351585 0.692832303414607 1.07819920516979 0.997815049966474 0.465663923795919 0.122485775001309
0.942123298443608 0.707777754551645 0.954952503663931 0.990562760294283 0.0336404679741262 0.152206377857795
0.996231616933855 0.801208761986326 0.947149855838664 0.993191584454638 0.070271827245131 0.0993913118584433
1.01026322960309 0.735907771984761 0.894773055690079 1.00372106466654 0.266333523745786 0.11237211959236
1.00164640255324 0.711548680335883 1.05762906161405 1.01852250785488 0.515471660671657 0.0971166386366018
1.00025801915951 0.725433646394632 0.974404683226735 1.0042265065884 0.0630720129137488 0.130704809119108
1.02450899321108 0.746220373348067 0.940577937186914 0.993177489208373 0.130065342166163 0.128526980399763
0.921865885462648 0.482091842639088 0.831689606736824 0.9907462209744 0.210704194140723 0.31773296460537
1.00162966834552 0.696521561903409 0.908621192031345 0.999191072427126 0.483246760753622 0.144882627796414
1.01930117064782 0.714579585438589 0.989261424058814 0.995328559200691 0.0497981832160568 0.168054842071687
1.06309341961275 0.823511414791834 0.972260168274429 1.015287692178 0.125071853356809 0.0449134224750933
0.869445151361121 0.513091002131782 1.01094746580794 0.984081367202193 0.198841570401429 0.296036685698937
1.00093063135767 0.742266271674517 1.01611065923678 1.00224447585203 0.483146166877589 0.0918297552296621
1.00727829482675 0.683146638371962 0.989050742800726 1.00077641752922 0.042642746538134 0.134589292330548
1.07149262653717 0.749883308327594 0.990229413614709 1.00381003650701 0.108537464908867 0.100088447528055
1.03161734963421 0.685523227355236 1.01551358867284 0.994759628405425 0.251960178447588 0.13905282967515
1.0065178648555 0.686450705204902 0.976287180185544 1.01201312634246 0.486286098009936 0.110471057428581
1.03109045078604 0.915398515491589 0.983754970462893 0.996510755759477 0.0776043061305303 0.0699072443690241
0.988061655841918 0.813946746150628 0.989543521984656 1.00940451941837 0.106409378308374 0.0398994154730838
0.964414270366971 0.762107263890685 0.895677086157814 0.994303440494931 0.235368518111353 0.115706769969475
0.992630194966129 0.759123534902447 1.01689368506498 0.994985816144354 0.490683365079843 0.0911022835693449
0.943007301172192 0.70173524833615 0.997621399679577 1.00031571382387 0.0111540891123583 0.111206885926506
1.01099635946699 0.787897013606637 1.02641305393723 1.00844333331262 0.0974114269076951 0.085478035925302
0.969656556526986 0.632537894704128 0.934835253093338 0.998803688825975 0.220052918704592 0.163808478104802
0.97780831977183 0.786554460592239 1.05300440496811 1.00207968746005 0.490824711878177 0.0692418710049161
1.04825812667988 0.86186599173325 1.00525519580418 0.998791528930409 0.082426538889206 0.076488779812824
0.960344955940787 0.78254547911791 0.978805822184444 1.00251650895232 0.0703406860400875 0.0956731142831424
1.02453961266606 0.725389062854384 1.0231459040169 1.013654139558 0.261457037760032 0.111947201135952
0.975436044138722 0.747447378635678 1.04447271425886 0.990814899703815 0.482411788418907 0.144861538138202
1.00054959384134 0.849929021792644 1.00980056280282 1.0010609354199 0.0651956359065982 0.0641896035564862
0.996843708059958 0.764627879514768 0.98285920147187 0.998912723686087 0.108655292194239 0.12514854635292
0.98642829206669 0.702634451584907 1.01487236967137 1.00668081653763 0.24044131379233 0.0842004002182293
0.982173790045708 0.762841624321853 0.944570285133411 0.999034903802167 0.501229929563911 0.083850984207952
0.987729562494254 0.713767020420529 0.995587294567907 1.01051963651877 0.03682349390676 0.109486631190937
1.03944176037036 0.832553815223287 1.04564374973805 1.00224996660657 0.110553499631045 0.0851945076530991
0.961886644483922 0.6442027619805 0.968384298411612 1.00360964143986 0.211087111345273 0.139296465044435
1.02481392921045 0.810203343137073 1.06086653603248 1.01403697086427 0.530186872846034 0.0518179125888016
1.03943656191882 0.804984326510247 0.942374679018125 1.00525761740403 0.0607091605063537 0.0854075446614708
1.00694740774277 0.62829624336021 0.949899887621537 0.999255641560464 0.112843255638267 0.220421628908839
0.941252457590048 0.711754744018732 0.897396598517751 0.997714532606228 0.233593556806779 0.126948165514534
0.952194968088688 0.782391698683272 0.961159349143882 1.00308234717102 0.500052259591125 0.0728700861842695
0.999987617813298 0.658408851420962 0.911138202805186 1.0084298422136 0.046651395367507 0.132490357683286
0.907667041344073 0.511113408661833 0.945753332223743 0.990647181298671 0.0421257960232104 0.284054761724553
1.01388082624437 0.782249071457843 1.03456447450069 1.0232438237096 0.269873669795715 0.0692418710049161
1.01460515587786 0.735301045260897 1.00943212300468 0.992566342516713 0.490062982555028 0.122491408779396
